image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1709988.jpeg,5-8-1953,0.030794180,Horbelev,0.018020612
1709530.jpeg,MISSING,0.792455289,MISSING,0.178432858
1708759.jpeg,10/1873,0.127932707,Rask Horsens | Ho,0.210218248
1709640.jpeg,12/5 46,0.228933010,Uvelse Skov,0.353401031
1708416.jpeg,25-9-1960,0.178729918,Jægerspr. N.sk.,0.373304032
1707317.jpeg,22.5.22,0.565501667,Søllerød,0.828696575
1707898.jpeg,2.IV.1983,0.529260382,Sandmilen v Skagen NEJ,0.133576841
1705756.jpeg,7-6-1964,0.677196120,Øle å,0.427368900
1709491.jpeg,MISSING,0.799287663,Dyrehaven,0.306762655
1707984.jpeg,8/5. 1870.,0.521239770,Dyrehaven | Kb,0.408951197
1728488.jpeg,1.6.14,0.136844498,Silkeborg,0.054856017
1706137.jpeg,MISSING,0.951085177,Bo,0.976632313
1710373.jpeg,14.6.1990,0.399742346,Hammershus,0.398554107
1709298.jpeg,11/5. 1896,0.233388906,Nørlem Hede,0.165362231
1709479.jpeg,MISSING,0.802258260,Dyrehaven,0.288047893
1706404.jpeg,21.VII.2004,0.620457714,Lodskovvad NEJ,0.412812974
1705437.jpeg,27.5.22,0.701852076,Søllerød,0.627290088
1744707.jpeg,4.5.1978,0.317159745,Tissø,0.610951804
1743756.jpeg,6/8 1930.,0.359045165,Ribe.,0.611248863
1743576.jpeg,MISSING,0.734231585,SS,0.949896938
1707230.jpeg,13.8.88,0.018317672,Bognæs,0.027526523
1707324.jpeg,MISSING,0.903555623,Bornholm,0.821864201
1707858.jpeg,MISSING,0.861967263,MISSING,0.527478024
1705855.jpeg,2.5.1913,0.670957866,Silkeborg,0.773740527
1742740.jpeg,MISSING,0.759778721,Dyrehaven,0.331418612
1706199.jpeg,6/7 1922,0.067035465,Sandvig,0.262500758
1706757.jpeg,7/7 1930,0.281809639,Langø,0.064956047
1709932.jpeg,6.8.81,0.223288875,Tjustrup,0.299039103
1744446.jpeg,14.5.1947,0.173976963,Juelsminde,0.047429524
1743011.jpeg,19.V.2022,0.374492270,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.195068202
1707631.jpeg,MISSING,0.885732040,Bornholm,0.827805396
1706491.jpeg,MISSING,0.930885117,Al,0.985247045
1708823.jpeg,MISSING,0.831667172,MISSING,0.506683844
1743918.jpeg,21-4. 1963,0.067629585,Tisvilde Hegn Nordsjælland,0.221506517
1743967.jpeg,MISSING,0.727696272,MISSING,0.462719006
1708439.jpeg,oktober 1964,0.504901485,Bornholm,0.407762958
1709219.jpeg,28.9.1913,0.155856320,Dyrehaven,0.451133677
1709915.jpeg,MISSING,0.777305244,MISSING,0.480839648
1707843.jpeg,MISSING,0.863155502,MISSING,0.528666263
1705910.jpeg,31-5-1917,0.666501970,Vraa,0.937420430
1707059.jpeg,1.7.28.,0.584513489,Eremitagen,0.686404971
1709835.jpeg,7. 1883,0.140112155,Faaborg,0.852758412
1706000.jpeg,26.VI 2004,0.017129433,Hald Ege EJ,0.014158836
1709067.jpeg,11/9 1935. | 11/9 35,0.089017884,Thurø Svendborg Amt | Tø,0.129120946
1707565.jpeg,21-6-1956,0.546786905,V.f. Høvblege Møn,0.268441952
1743710.jpeg,3/4 1890,0.363204001,Skibby,0.664125493
1707150.jpeg,13/8.1888,0.270521370,Bognæs i Hjørring amt | NS,0.018911791
1707196.jpeg,27/7.18,0.579760533,Dyrehaven,0.758293422
1705619.jpeg,14-5-1954,0.690266747,Kulhuse,0.877414368
1743527.jpeg,4/6 92,0.035547135,Kulhuse Jægerspris,0.095553198
1728467.jpeg,MISSING,0.770769930,MISSING,0.478760230
1706262.jpeg,23/8 80,0.083670809,Faaborg,0.019802971
1706171.jpeg,MISSING,0.944549864,MISSING,0.558966353
1706146.jpeg,MISSING,0.948708700,Bo,0.580354653
1728537.jpeg,23-5-1915,0.388157017,Skagen,0.899099727
1706999.jpeg,MISSING,0.917814489,Lolland,0.864046681
1709372.jpeg,12-10-1952,0.448757199,Dyrehaven,0.726805092
1705695.jpeg,3/6.1870.,0.681354956,Byå ved Rønne. | Bo,0.256559564
1705420.jpeg,25.6.1913,0.704822674,rg.Ermelunden,0.101791452
1707170.jpeg,MISSING,0.914249773,MS,0.984652925
1709168.jpeg,MISSING,0.812358290,MISSING,0.493316156
1707982.jpeg,15/5.1870.,0.521536829,Kb | Dyrehaven,0.409248257
1706867.jpeg,27.7.72,0.599960594,Jægerspris,0.035547135
1706790.jpeg,16-6-1908,0.281512580,Tidsvilde,0.766016975
1709429.jpeg,27.IV.2022,0.435686572,"DENMARK: NEZ: Hellebæk Avlsgård, Kohave, 56.0554N, 12.5439E",0.242300697
1708937.jpeg,MISSING,0.826914216,Øbjerggård,0.404495302
1706210.jpeg,5-6-1922,0.293394968,Dyrehaven,0.769284632
1708925.jpeg,22.8.22,0.082779630,Thorsager,0.389345256
1743726.jpeg,23-8-1953,0.362312822,"Ørgaard Nors, Thy",0.335874507
1708426.jpeg,8-9-1970,0.507277963,Læsø,0.703634435
1708672.jpeg,7/10 1930,0.501336769,København,0.742549257
1709357.jpeg,MISSING,0.804337678,MISSING,0.178729918
1708993.jpeg,16/4 1870,0.178432858,Dyrehaven,0.740766899
1705575.jpeg,12-6-50.,0.307653834,Jægerspris,0.692643225
1708356.jpeg,25-5-1914,0.253886026,Vamdrup,0.858105487
1744696.jpeg,10-5-1956,0.319239163,Kongelunden,0.636795999
1707865.jpeg,MISSING,0.860481964,MISSING,0.525992725
1709517.jpeg,MISSING,0.794831767,Kb,0.958214610
1708866.jpeg,26.10.72.,0.147835708,Marselisb. Sk.,0.213782965
1706266.jpeg,MISSING,0.195365262,MISSING,0.375977569
1707923.jpeg,5. 7. 1905,0.058717793,Dyreborg,0.046835405
1705898.jpeg,1/8 1930.,0.667987269,Dybbøl,0.346865717
1706835.jpeg,22-5-1965,0.604119430,V.Sjælland Røsnæs Kongstrup Kl,0.156153380
1708451.jpeg,4.81.,0.250321309,Vesterfælled,0.244677175
1708671.jpeg,28/9 89,0.044755987,Tebbestrup Randers,0.019208851
1707878.jpeg,MISSING,0.859887845,Sorø.,0.057529554
1709735.jpeg,10-5-63,0.429448318,Faxe,0.892861473
1707035.jpeg,29-5-38,0.588969385,Grib,0.592237042
1707667.jpeg,MISSING,0.881573204,SS,0.982573507
1708897.jpeg,9-10-1972,0.480245529,MARSELISBORG,0.594910579
1706843.jpeg,16.7.1976,0.602634132,LIVØ LIMFJORDEN | DANMARK,0.121100333
1705598.jpeg,13/6 86,0.306762655,Tisvilde,0.339142164
1709347.jpeg,MISSING,0.805822977,MISSING,0.490939679
1709293.jpeg,MISSING,0.807308275,Kb,0.960591088
1708858.jpeg,1-11-1959,0.120803274,Silkeborg,0.741955138
1709005.jpeg,MISSING,0.819784783,Lolland,0.856620188
1728457.jpeg,MISSING,0.772849348,Kb,0.953461655
1707340.jpeg,MISSING,0.899396787,Øbjerg=gaard,0.094959079
1709284.jpeg,MISSING,0.809387693,Kb,0.962670506
1707458.jpeg,5-6-50.,0.555995756,Tisvilde Hegn.,0.410733556
1709322.jpeg,10-5-1915,0.453213095,Skagen,0.901476205
1707361.jpeg,29/5.1870,0.563719309,Kb | Dyrehaven,0.411921794
1705654.jpeg,15.7.37,0.685216732,Sose,0.835528948
1707498.jpeg,5.6.22,0.119615035,Dyrehaven,0.279433162
1744628.jpeg,23/1 1936. | 23/1 36,0.090800242,Rudkøbing Svendborg Amt | Ru,0.190909366
1705674.jpeg,3/6.1870,0.161500455,Rønne,0.928211579
1709368.jpeg,6-4-1952,0.449648378,Dyrehaven,0.727696272
1742822.jpeg,27/6.1908,0.153776902,Kjeldskov,0.779087602
1706942.jpeg,19/5.1870,0.277056684,Dyrehaven,0.796317066
1744637.jpeg,25-5-53,0.323100940,Tisvilde Strand,0.285671416
1709409.jpeg,27.IV.2022,0.440439527,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.230121249
1706401.jpeg,21.VII.2004,0.620754774,Lodskovvad NEJ,0.413110033
1708430.jpeg,21.X. 1976,0.506089724,"Sjælland Røsnæs, Kongstrup",0.234280085
1742995.jpeg,13-7-1951,0.213782965,Dragstrup,0.778790543
1707752.jpeg,8.VI.2003,0.535498636,Tofte Skov NEJ,0.409545317
1710379.jpeg,29. august 1993,0.398554107,"DK, NWZ, PG 27 Kongstrup, Røsnæs",0.224180055
1707718.jpeg,17-6-1908,0.263094877,Tidsvilde,0.794237648
1707085.jpeg,29-5-1951,0.582434071,Dyrehaven,0.759778721
1708848.jpeg,12-IV-1976,0.488266141,Ejstrupholm,0.640954835
1710410.jpeg,8.6.1929.,0.219427099,Yg. Draved,0.033764777
1705669.jpeg,MISSING,0.976929373,Veilø Bugt,0.362015762
1707413.jpeg,21/5 86,0.097929676,MISSING,0.537578054
1708686.jpeg,23.10.32,0.499851470,Grib Skov,0.668878448
1706211.jpeg,30-6-1912,0.293097908,Sandbjerg,0.768987572
1708727.jpeg,20.10.1946,0.495395574,Salten,0.670066687
1743575.jpeg,3/7. 1872,0.211406487,SS | Næstved,0.387562898
1709972.jpeg,17-7-51,0.411624735,"Stubbergaard, Sevel",0.108029706
1705685.jpeg,3/6.1870,0.305277357,Rønne,0.882761443
1709623.jpeg,4/12.1942,0.087532586,Peterslund Mors.,0.135359200
1707371.jpeg,MISSING,0.894940891,MISSING,0.184671112
1705624.jpeg,14-5-1954,0.689672628,Kulhuse,0.877117308
1707908.jpeg,26.9.1922,0.527478024,Dyrehaven,0.746708093
1706386.jpeg,MISSING,0.935341012,MISSING,0.553025159
1709788.jpeg,14.IV.1995,0.424101243,LFM PFG7 MALTRUP,0.105059109
1743745.jpeg,25-8-1920,0.360827523,Faxe Ladeplads,0.244380115
1709043.jpeg,MISSING,0.191206426,MISSING,0.372412852
1705688.jpeg,3/8.1870,0.681949075,Kjøbenhavn,0.361718703
1709389.jpeg,30.5. 1947,0.445786602,Vedersø Jylland,0.288344953
1707748.jpeg,5-5-1974,0.536092755,SKALLINGEN,0.682246135
1707129.jpeg,28.7.18 | 4.9.70,0.270818430,Dyrehaven | Dyrehaven,0.263094877
1709249.jpeg,16/4.1870,0.234280085,Dyrehaven,0.787405274
1742752.jpeg,MISSING,0.757105183,Øbjerggård,0.414892392
1706492.jpeg,MISSING,0.930588057,Al,0.918705668
1706104.jpeg,MISSING,0.954946954,Veilø Bugt,0.616001819
1709844.jpeg,7.1883,0.225071234,Faaborg,0.852164292
1707635.jpeg,6/1871,0.074461958,Vendsyssel,0.254480145
1742725.jpeg,5.6.22,0.215862383,Dyrehaven,0.395286450
1743722.jpeg,V.97.,0.210218248,Sandbg,0.060203092
1742808.jpeg,MISSING,0.189424068,MISSING,0.370927554
1709745.jpeg,30/5-71,0.019802971,MISSING,0.014752955
1708938.jpeg,9/9 1872,0.242597757,Dyrehaven,0.603822370
1743702.jpeg,MISSING,0.730666869,Boserup,0.843252501
1707651.jpeg,6/1871,0.074164898,Vendsyssel,0.624022431
1743858.jpeg,10-5-63,0.343895120,Faxe,0.930290997
1706166.jpeg,1/8.1901,0.294880267,Sandager Lolland,0.360827523
1708748.jpeg,MISSING,0.840578963,Ve,0.965641103
1705972.jpeg,86.,0.012970597,MISSING,0.562234010
1709283.jpeg,MISSING,0.809684753,Kb,0.962967566
1706500.jpeg,MISSING,0.929696878,MISSING,0.552133980
1707372.jpeg,13/5.1870,0.180512276,Aldershvile,0.405683540
1706513.jpeg,Septbr.1887,0.614813580,Aalborg,0.868205517
1744593.jpeg,MISSING,0.712546226,MISSING,0.458560170
1707225.jpeg,17-7-1977,0.576195817,Jægerspr. N.sk.,0.104167930
1708336.jpeg,Juli 1931.,0.255074265,"Vuusgrd, Aalbæk",0.050103062
1707698.jpeg,MISSING,0.876523189,MISSING,0.533419218
1706996.jpeg,MISSING,0.918705668,Lolland,0.864937860
1706267.jpeg,MISSING,0.943658684,MISSING,0.558075174
1742765.jpeg,MISSING,0.754728706,Kb,0.951679297
1709253.jpeg,16/4.1870,0.127635647,Dyrehaven,0.433013034
1743742.jpeg,9.7.96.,0.361124583,blingskovgaard,0.058123674
1707280.jpeg,17-6.1924,0.269036072,Slotved Skov,0.614516520
1707045.jpeg,25-5-1914,0.273789027,Vamdrup,0.863749621
1709001.jpeg,MISSING,0.820378903,MISSING,0.179324038
1709906.jpeg,MISSING,0.779087602,MISSING,0.482027887
1709098.jpeg,22.8.22.,0.239330100,Thorsager,0.789187633
1743568.jpeg,MISSING,0.735716884,MISSING,0.467471961
1743983.jpeg,11.VI.1987,0.330527433,SJ:Frøslev Plt.,0.065847226
1707693.jpeg,MISSING,0.877414368,Boserup,0.861373143
1708756.jpeg,10/1873.,0.080700212,Raske Horsens | Ho,0.100603213
1707342.jpeg,4/6.1870,0.149023947,Bekkegård ved Blykobbe | Bo.,0.107732646
1744478.jpeg,MISSING,0.725319794,Øbjerggård,0.455292513
1743006.jpeg,25-8-17,0.144865111,Raageleje,0.716408002
1728604.jpeg,22/5.1917 | 1911,0.024258866,Vester Ulslev Vestermosen,0.090800242
1707499.jpeg,23.7.72,0.122288572,Tisvilde,0.657590179
1743565.jpeg,MISSING,0.736311003,Ryt,0.035250076
1744629.jpeg,23/1 1936. | 23/1 36,0.106841467,Rudkøbing Svendborg Amt | Ru,0.201603516
1743541.jpeg,MISSING,0.740469839,Øbjerggaard,0.242894817
1705647.jpeg,8.8.1936.,0.686107911,Arnager,0.037329494
1707302.jpeg,19. 7. 1928.,0.567284025,Dronninglund,0.394989391
1728587.jpeg,10. 6. 1979.,0.384889360,Østrig,0.897614429
1707596.jpeg,6.6.1924,0.148429827,Skagen,0.711357987
1707376.jpeg,MISSING,0.893752652,MISSING,0.540548651
1709402.jpeg,27.IV.2022,0.442518945,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.249133071
1707070.jpeg,29/6 71,0.037923613,MISSING,0.442518945
1743892.jpeg,23-8-1953,0.338250985,"Ørgaard Nors, Thy",0.335280388
1709277.jpeg,MISSING,0.810872992,Kb,0.963858745
1706379.jpeg,11.8.68,0.288939072,Nykjøb. Lyng.,0.267847833
1709085.jpeg,3-9-1915,0.471036678,Lersøen,0.377462868
1706469.jpeg,MISSING,0.934746893,Al,0.986435283
1744560.jpeg,MISSING,0.718487420,Kb,0.945143983
1743920.jpeg,2/7 1961,0.335280388,Tisvilde Hegn Nordsjælland,0.220912398
1708043.jpeg,8/5-1936. | 8/5-36,0.255371325,Tranekær Svendborg Amt | Tr,0.068817824
1707067.jpeg,25.8.87,0.272303728,Hals,0.024258866
1743874.jpeg,6-9-49.,0.340924523,Sønderskov. Høvelte,0.255371325
1705711.jpeg,MISSING,0.972473477,Kb,0.976929373
1709131.jpeg,25.9.1969,0.466877842,Turø Rev,0.295474386
1705924.jpeg,29.6.1948,0.664125493,"Jydelejet, MØN",0.274383146
1706031.jpeg,19.V.2022,0.650757805,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.195959382
1709485.jpeg,MISSING,0.800772962,Dyrehaven,0.784731737
1706092.jpeg,MISSING,0.957620491,Møen,0.884840861
1705750.jpeg,8-7-60.,0.678087299,Vstr. Sømark,0.448757199
1707223.jpeg,28-8-1976,0.576492877,Krenkerup,0.755619885
1705851.jpeg,25/5.1896,0.300821461,Ålbæk,0.882464383
1744670.jpeg,19/5 78,0.011188239,V.F.,0.012376478
1706881.jpeg,30.7.44,0.597287057,Kongelund | DANMARK,0.273194908
1707849.jpeg,6/6 92,0.261906638,Kulhuset,0.020100030
1707007.jpeg,18/5-1901,0.275274326,Vester Ulslev,0.383107002
1706156.jpeg,MISSING,0.946629282,Lolland,0.871176114
1710383.jpeg,? - VII - 1976,0.220615338,Agernæs Nordfyn,0.287156714
1709838.jpeg,7. 1883,0.225962413,Faaborg,0.801664141
1743830.jpeg,juni. 1933,0.206950591,Hillerød,0.704822674
1742794.jpeg,MISSING,0.749381631,Boserup,0.846817217
1743750.jpeg,27.7.03,0.359936344,Funder,0.895832070
1742736.jpeg,MISSING,0.760966960,Dyrehaven,0.697990300
1707753.jpeg,21 Mai 1950,0.535201576,"Kagerup, Sjæll.",0.270224310
1705586.jpeg,8-6-1958,0.692643225,Stensbæk pl.,0.333200970
1705836.jpeg,MISSING,0.962967566,Boserup,0.875632010
1705705.jpeg,17/8.1902,0.681057896,Vester Ulslev Haven,0.110406184
1706421.jpeg,17/6.1871,0.287750834,Dronninglund Vendsyssel,0.023367687
1743888.jpeg,1/8 1938.,0.339142164,Arnum Sønderjl,0.291315550
1709415.jpeg,27.IV.2022,0.438657169,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.229230070
1706153.jpeg,MISSING,0.947520461,MISSING,0.559263413
1709226.jpeg,10. 1904,0.235468324,Silkeborg,0.659372537
1742776.jpeg,MISSING,0.752649288,MISSING,0.176056381
1706848.jpeg,17.8.1974,0.601445893,OMØ | DANMARK,0.304683237
1707294.jpeg,2.8.1931.,0.568472264,Tg. Vejrs,0.029903001
1707220.jpeg,28-8-1976,0.577384056,Krenkerup,0.661749015
1707453.jpeg,21-5-49.,0.557481055,Eremitagen,0.685513792
1707049.jpeg,21-5-49.,0.586889967,Eremitagen,0.633231282
1707838.jpeg,MISSING,0.864343741,MISSING,0.529557442
1707528.jpeg,23/6 88 | 1/8 87 | 27/5 85,0.063173689,Ferring | Harb. | Bvld,0.058717793
1705753.jpeg,22-7-60.,0.677493180,Vstr. Sømark,0.431527736
1710349.jpeg,19-7-1959,0.404198242,S.Sjælland Mogenstrup,0.257747802
1707947.jpeg,6/1870,0.121694453,Dyrehaven,0.744628675
1707687.jpeg,MISSING,0.878602607,MISSING,0.533716278
1710339.jpeg,23-6-1961,0.406574720,"MidtJylland Galgehøj, Hjarbæk",0.225368293
1706135.jpeg,MISSING,0.951382237,Bo,0.987920582
1705715.jpeg,MISSING,0.971582298,MISSING,0.567878145
1707469.jpeg,5-6-1922,0.554510458,Dyrehaven,0.751163989
1708870.jpeg,26-10-1972,0.486186723,Marselisborg Dyreh,0.308842073
1705866.jpeg,20.5.1918 | 23.5.96,0.019505911,Trekroner | TR,0.049806002
1744645.jpeg,9-3-1958,0.052479539,Skallingen,0.671849045
1709761.jpeg,12-10-1952,0.428854198,Dyrehaven,0.722943316
1706297.jpeg,19.V.2022,0.625507730,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.189424068
1706416.jpeg,16.5.1896,0.288047893,Friis's Mark,0.352212792
1743941.jpeg,23-5-1965,0.332606851,V.Sjælland Røsnæs Kongstrup Kl,0.220318278
1709461.jpeg,26.9.1931,0.432418915,Virklund,0.303792058
1706810.jpeg,10 /8 1968,0.280918460,Jylland Ringkøbing: Vedersø Klit,0.238438921
1705594.jpeg,5.6.1976,0.691454986,ENDELAVE | DANMARK,0.208732949
1744556.jpeg,MISSING,0.719081540,Kb,0.945738102
1707559.jpeg,26-6-1955,0.548569263,Lindholm,0.819487724
1707414.jpeg,20.5.95,0.267253713,Funder,0.778196423
1743513.jpeg,MISSING,0.743143377,MISSING,0.469551379
1707437.jpeg,9/5-20.,0.560451652,Børstinge Mose,0.411624735
1705458.jpeg,MISSING,0.988811761,Veilø Bugt,0.383998181
1743041.jpeg,26.9.1922,0.369442255,Dyreh.,0.709278569
1708886.jpeg,13.10.1991,0.483216126,Marselisborg,0.597881176
1708834.jpeg,MISSING,0.828993634,MISSING,0.504307366
1707855.jpeg,23-5-1965,0.261015459,Kongstrup Klint,0.279136102
1707557.jpeg,26-6-1955,0.548866323,Lindholm,0.819784783
1707255.jpeg,MISSING,0.905040921,Dyrehaven,0.085156108
1707850.jpeg,23 Mai 1888,0.261609579,Skanderborg,0.364986360
1706028.jpeg,19.V.2022,0.651351925,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.189721128
1708909.jpeg,22.8.1915,0.478760230,Horsens,0.888108518
1706932.jpeg,19/5 1870,0.277650803,Dyrehaven,0.796911185
1710335.jpeg,23-6-1961,0.407762958,"MidtJylland Galgehøj, Hjarbæk",0.226556532
1707069.jpeg,25/6 41,0.067926644,MISSING,0.547678084
1742747.jpeg,MISSING,0.757996363,Øbjerggård,0.449945438
1707379.jpeg,MISSING,0.194474083,MISSING,0.374789330
1742762.jpeg,8/5.1870,0.146350409,Dyrehaven | Kb,0.347756896
1707709.jpeg,Juli 1877,0.263391937,Esbjerg,0.201009397
1708660.jpeg,MISSING,0.845034859,MISSING,0.517675053
1705759.jpeg,24-5-1915,0.676899060,Skagen,0.910685056
1709031.jpeg,29/8.1902,0.241112458,Strandbyskoven - ved Østersøen,0.130903304
1707545.jpeg,MISSING,0.887514398,MISSING,0.534607457
1707456.jpeg,12-6-50.,0.556589876,Jægerspris,0.684919673
1706147.jpeg,MISSING,0.948411640,Danmark | Bo,0.388454077
1705970.jpeg,MISSING,0.196256441,MISSING,0.562828130
1707896.jpeg,15-10-1974,0.529854501,Østbirk,0.618675356
1709286.jpeg,MISSING,0.809090634,Kb,0.962373446
1743755.jpeg,13/7 1930.,0.359342225,Tærø.,0.358748105
1706437.jpeg,14/6.1871,0.286859654,Dronninglund Agerndal,0.025150045
1707902.jpeg,12.IV.2011,0.528369203,Sukkertoppen EJ,0.329636253
1744610.jpeg,Jun 96 | 15/4 97 | 5/7 02,0.010297060,Nykjøbing F.,0.015050015
1705765.jpeg,23-5-1915,0.675710821,Skagen,0.909496817
1743495.jpeg,6/1862.,0.212891785,Ti | Kulhuset Jægerspris,0.127635647
1708758.jpeg,10/1873,0.119317975,Rask Horsens | Ho,0.210515308
1743984.jpeg,29.V.1986,0.330230373,WJ: Nørholm Skov,0.260124280
1708883.jpeg,26-10-1972,0.483810246,Marselisborg Dyrh.,0.109515005
1705516.jpeg,MISSING,0.981979388,MISSING,0.572334041
1707766.jpeg,MISSING,0.872364353,Øbjerggård,0.041191270
1709160.jpeg,MISSING,0.814734768,MISSING,0.495692634
1709814.jpeg,12.IV.2011,0.420239467,Sukkertoppen EJ,0.328150955
1707073.jpeg,MISSING,0.916626250,MISSING,0.547083965
1709328.jpeg,13-4-49.,0.451430737,Dyrehaven,0.668581388
1743866.jpeg,26-6-1909,0.342706881,Silkeborg,0.712843286
1706906.jpeg,5-5.1916,0.278839042,Hansted Skov,0.377759927
1708679.jpeg,11/10 1925,0.184968172,"Sjæll., Gladsaxe",0.165956350
1707114.jpeg,17-19.8.1934.,0.580948772,Dyrehaven,0.758887542
1706449.jpeg,17/6 1871.,0.118723856,Jydske Aas.,0.346271597
1743046.jpeg,25.9.1921,0.368254016,Dyrehaven,0.714922704
1743938.jpeg,30.10 1964,0.332903910,V.Sjælland Røsnæs Kongstrup Kl,0.212891785
1743835.jpeg,1931,0.206653531,Vorsø,0.625210670
1707866.jpeg,MISSING,0.860184905,MISSING,0.525695665
1709812.jpeg,16.1.1988,0.420833586,Klostermølle EJ,0.287453774
1706249.jpeg,9-6-1971,0.291909670,Kringelrøn | Læsø,0.205465293
1705500.jpeg,13/5.1870,0.310624432,Aldershvile,0.435389512
1709000.jpeg,MISSING,0.820675962,MISSING,0.500742649
1708002.jpeg,MISSING,0.851867232,Lolland,0.859293725
1707050.jpeg,21-5-49.,0.586592907,Eremitagen,0.632934222
1709308.jpeg,MISSING,0.190612307,MISSING,0.371521673
1742993.jpeg,14.5-1953,0.214080024,Kulhuse,0.845331919
1709080.jpeg,19-9-26,0.042082449,Klosterhed,0.055450136
1707901.jpeg,12.IV.2011,0.528666263,Sukkertoppen EJ,0.385780540
1708831.jpeg,MISSING,0.829884814,MISSING,0.505198545
1709371.jpeg,12-10-1952,0.449054259,Dyrehaven,0.727102152
1742767.jpeg,MISSING,0.754134586,Kb,0.951382237
1707419.jpeg,7/7.1906,0.017723553,Lønstrup,0.017129433
1744690.jpeg,10-5-1956,0.198335859,Kongelunden,0.637687178
1709943.jpeg,16/7.1907,0.414298272,Kjeldskov ved stranden,0.153479842
1743773.jpeg,9/8 1930.,0.356965747,"Jyll., Velling",0.219130039
1710352.jpeg,26-8-1956,0.403307063,Nekselø S.,0.676602001
1705421.jpeg,25.6.1913.,0.704525614,Ermelunden,0.048023644
1710376.jpeg,30.7-44,0.220912398,DANMARK | Kongelund,0.156747499
1743032.jpeg,11. 5. 1982.,0.370927554,Grib skov,0.715813883
1706074.jpeg,17.6.1934,0.181997575,Halk,0.940688087
1742830.jpeg,11-5-84,0.044161867,MISSING,0.150806305
1708678.jpeg,MISSING,0.844440740,Asbo Esbjerg,0.276165505
1743774.jpeg,11/7 1926,0.356668687,"Skagen, Grenen",0.274086087
1706213.jpeg,17-6-1922,0.292800849,Dyrehaven,0.768690512
1709362.jpeg,16/4. 70,0.041191270,Dyreh.,0.015941194
1707075.jpeg,MISSING,0.916032131,MISSING,0.546489845
1705901.jpeg,2/6 1929. | 2/6 29,0.117238557,Kirkeby Svendborg Amt | K,0.130606244
1709750.jpeg,MISSING,0.785028797,MISSING,0.484701425
1706261.jpeg,26.8.87.,0.630557745,Harboør,0.890782055
1707533.jpeg,14/9/72,0.029308881,MISSING,0.537280994
1709833.jpeg,28.7.1923,0.418754168,Thorsager,0.721755077
1743926.jpeg,1974 maj 5-15,0.016238254,Vestjyll. Tipperne,0.312406790
1707909.jpeg,10. 6. 30,0.527180964,Frejlev,0.396474689
1706204.jpeg,7-6-1922,0.076244316,Dyrehaven,0.576195817
1708471.jpeg,MISSING,0.847114277,MISSING,0.519754471
1709299.jpeg,2/5. 1910,0.456777811,Vester Ulslev,0.430339497
1708792.jpeg,10/73,0.246459533,Rask Horsens,0.389939376
1743782.jpeg,13-8-36.,0.356074568,Hindsholm,0.642737193
1707689.jpeg,MISSING,0.706010912,Tiis-Sø,0.262203698
1728591.jpeg,27-V-1978,0.383998181,Halk,0.032279479
1707112.jpeg,3.9.1924.,0.272006669,Dyrehaven,0.367659897
1709213.jpeg,21.10.31,0.095256138,Dyrehaven,0.588672325
1708047.jpeg,27.4.57.,0.046538345,Dyreh.,0.831964232
1744589.jpeg,Juli 1820.,0.201009397,Sielland,0.712249166
1728522.jpeg,10/5-1935. | 10/5 35,0.217644741,Rudkøbing Svendborg Amt | Ru,0.247647772
1706448.jpeg,14/6.1871,0.285374356,Dronninglund,0.419942407
1707316.jpeg,30.5.12,0.122585632,Søllerød,0.828993634
1707043.jpeg,5-6-1922,0.587484086,Dyrehaven,0.761858139
1709793.jpeg,6.5.1978.,0.423210064,Svinø strand,0.445192483
1706794.jpeg,10/8 1945,0.162688694,Roden Skov Lolland,0.208435890
1743499.jpeg,26/1862,0.041785390,Ti | Kulhuset Jægerspris,0.124665050
1706772.jpeg,29-7-1908,0.056935435,Rungsted,0.646598969
1709383.jpeg,1.5.1997,0.446677781,Dyrehaven,0.725022734
1709486.jpeg,MISSING,0.800475902,Dyrehaven,0.408357078
1742978.jpeg,MISSING,0.746411034,MISSING,0.471333737
1707046.jpeg,7-6-1922,0.273491967,Dyrehaven,0.761561079
1707945.jpeg,26/18.70,0.031685359,Dyrehaven,0.793940588
1705707.jpeg,17/8 1902,0.680760837,Vester Ulslev Haven,0.283591998
1709069.jpeg,11/9 1935. | 11/9 35,0.108326766,Thurø Svendborg Amt | To,0.103276751
1705999.jpeg,16/V 1998,0.182591694,Roslev NWJ,0.400930585
1743508.jpeg,MISSING,0.743440436,MISSING,0.469848439
